id,meigara,code,uriagetuuki1,uriagetuuki2,riekituuki1,riekituuki2,epstuuki1,epstuuki2,uriageshihanki1,uriageshihanki2,uriageshihanki3,riekishihanki1,riekishihanki2,riekishihanki3,epsshihanki1,epsshihanki2,epsshihanki3
870,アズ企画設計,3501,92.8,100.76,49.94,138.76,33.48,45.5,0.0,86.08,67.54,0.0,84.87,-255.33,0.0,161.63,2666.76
871,丸八ホールディングス,3504,91.36,83.7,81.12,61.91,60.69,73.84,103.14,89.54,93.54,130.13,233.17,193.3,58.24,195.74,6340.62
872,日本フエルト,3512,93.93,101.53,69.48,81.16,83.59,86.36,92.28,86.93,95.62,3.36,3.76,171.23,-19.03,23.62,113.37
873,イチカワ,3513,96.67,99.52,86.19,81.93,100.83,106.23,88.34,101.36,95.19,-5.26,-22.45,54.24,-10.21,187.55,86.63
874,フジコー,3515,96.37,97.17,228.77,-21.47,54.38,-217.14,86.83,85.5,77.55,540.0,120.0,743.33,969.92,71.2,271.35
875,エコナックホールディングス,3521,98.37,90.68,168.78,108.62,99.51,105.12,49.32,33.18,17.32,-14.44,-69.61,-65.56,20.45,-83.13,-137.89
876,日東製網,3524,97.76,98.72,86.88,86.36,46.51,84.55,130.41,73.85,105.67,-56.0,43.5,-349.02,51.7,60.83,-473.82
877,芦森工業,3526,95.6,107.52,26.78,119.05,164.22,273.64,97.07,81.82,72.7,121.97,71.66,-2988.24,-409.28,-24.93,-1261.48
878,グローベルス,3528,106.42,54.12,19.25,431.17,-2.83,-427.13,233.09,138.87,258.2,59.39,18.75,60.07,343.75,-56.69,-11616.67
879,アツギ,3529,89.72,91.27,51.05,-106.36,192.76,-536.01,73.76,74.05,50.73,-258.28,-760.26,195.58,8.79,398.64,353.84
881,昭栄薬品,3537,88.18,99.56,46.89,81.74,94.19,87.12,99.0,83.36,91.39,200.0,38.6,106.9,113.43,47.24,111.48
882,昭栄薬品,3538,117.44,115.87,103.76,88.66,108.88,89.04,0.0,137.46,90.42,0.0,285.16,96.54,0.0,275.98,96.33
883,昭栄薬品,3539,112.08,104.61,146.02,103.39,129.83,101.42,0.0,107.21,105.38,0.0,129.32,191.12,0.0,115.85,116.38
886,ベガコーポレーション,3542,101.86,102.66,-39.19,-52.76,-16.81,-71.38,137.93,135.1,161.11,-1660.0,1952.38,10685.71,-2396.67,1835.61,7588.14
887,コメダホールディングス,3543,102.91,116.74,104.1,105.01,103.46,103.29,99.27,95.24,80.07,94.78,73.91,47.96,93.29,71.79,47.08
888,サツドラホールディングス,3544,105.5,107.86,190.7,55.99,393.59,19.64,91.58,93.27,95.71,27.27,99.3,-2380.0,34.06,-391.84,5.86
890,ダイユー・リックホールディングス,3546,166.97,104.77,847.34,23.21,-1535.5,-6.14,105.1,116.51,126.28,172.66,291.2,272.64,400.0,300.49,234.87
892,バロックジャパンリミテッド,3548,92.74,104.54,97.21,185.29,97.3,235.93,89.09,84.31,51.57,86.99,-278.72,4.15,96.53,-47.65,-82.77
893,クスリのアオキホールディングス,3549,119.65,113.38,115.64,119.26,116.56,120.57,101.19,98.41,107.56,107.69,114.36,140.97,107.17,120.6,141.85
894,スタジオアタオ,3550,98.29,122.46,106.06,134.6,100.07,74.05,113.68,107.39,57.64,32.7,57.97,26.06,24.8,64.78,13.58
895,ダイニック,3551,101.09,101.01,104.4,101.32,101.27,81.71,87.91,80.6,91.32,96.81,52.05,57.89,104.1,156.74,21.69
896,共和レザー,3553,93.97,93.22,105.28,60.02,85.24,62.44,112.12,94.12,60.92,111.2,100.42,-202.37,96.42,95.84,-132.39
898,ユナイテッド＆コレクティブ,3557,109.73,114.9,70.81,103.98,53.79,64.46,56.2,43.92,37.04,-1814.29,2210.53,-710.53,34206.06,-1660.2,-1593.92
900,ピーバンドットコム,3559,101.28,105.56,83.16,103.85,46.76,52.84,84.44,84.35,94.56,59.72,44.12,72.73,84.23,33.67,71.71
902,力の源ホールディングス,3561,105.97,112.33,72.83,105.75,-34.39,94.29,65.66,49.4,46.28,-8.24,-145.27,-403.0,-70.63,-376.11,-748.92
903,Ｎｏ．１,3562,108.01,105.82,109.39,118.71,123.88,117.06,157.82,137.82,98.64,-3150.0,142.77,380.77,-1.28,138.36,286.14
906,Ｎｏ．１,3565,108.72,126.12,121.28,148.62,60.38,133.87,0.0,109.58,87.03,0.0,141.07,121.68,0.0,17.11,120.55
908,セーレン,3569,98.01,106.91,99.2,98.27,110.81,119.54,90.49,72.41,70.6,104.94,54.79,57.22,98.66,53.43,13.47
909,ソトー,3571,99.96,104.86,80.75,188.19,-54.24,59.02,67.69,61.9,72.28,297.78,-96.24,-53.4,267.5,-118.82,-51.18
910,東海染工,3577,96.57,97.64,82.05,83.37,-137.16,93.82,69.72,71.66,86.79,27.78,-137.31,-32.52,-14.66,-183.4,254.15
911,倉庫精練,3578,82.31,90.95,79.55,154.0,-44.23,-215.92,75.24,57.24,71.74,176.92,231.25,157.33,233.02,-32.44,102.43
912,小松精練,3580,93.47,101.03,74.46,100.65,64.56,99.88,71.13,76.85,98.19,48.29,22.53,127.33,117.74,111.68,109.09
913,オーベクス,3583,97.09,105.77,50.11,152.1,44.19,172.44,88.88,84.13,95.33,38.67,59.18,733.33,-114.97,75.39,-549.02
914,ワコールホールディングス,3591,96.17,99.22,135.93,42.45,1051.55,3.6,98.04,82.39,60.34,875.82,98.24,-122.72,75.06,94.12,-279.32
915,ホギメディカル,3593,101.57,99.3,121.11,83.1,92.32,118.01,102.91,100.17,92.68,121.82,121.17,85.62,115.88,81.88,91.98
916,ホギメディカル,3597,95.39,111.52,72.49,87.74,102.05,70.65,0.0,95.63,88.7,0.0,98.62,88.16,0.0,83.2,54.26
917,山喜,3598,99.65,91.74,-25.54,-400.0,-24.97,-305.21,62.77,83.18,60.81,151.52,264.04,-42.14,308.42,246.32,-64.54
918,フジックス,3600,94.52,100.77,-100.0,107.69,11.69,-21.85,95.99,87.39,107.34,92.31,21.31,1240.0,50.73,66.66,641.24
919,川本産業,3604,106.34,101.45,748.39,30.1,360.81,47.73,128.14,129.55,128.94,1882.35,1161.54,4287.5,4585.0,1073.82,1058.63
922,ＴＳＩホールディングス,3608,103.07,106.14,3.07,105.17,-1213.47,-6.13,93.12,88.74,50.58,104.47,193.74,-336.91,89.0,299.0,-434.11
923,マツオカコーポレーション,3611,90.08,109.64,77.45,89.01,34.55,138.07,83.76,94.01,119.96,32.89,122.91,281.52,34.73,173.21,562.91
924,ワールド,3612,94.56,101.64,83.05,112.11,0.0,94.9,82.95,79.88,55.0,53.45,1667.16,-36.54,55.97,1481.45,-36.41
925,ネットイヤーグループ,3622,99.13,89.08,-366.67,-41.18,81.66,-26.71,112.07,92.96,100.9,-73.12,141.18,101.8,-61.59,103.28,104.3
928,ネットイヤーグループ,3625,95.72,113.24,30.42,130.43,3001.3,-7.33,0.0,104.09,93.8,0.0,113.51,53.85,0.0,-383.98,5.71
929,ＩＴホールディングス,3626,105.45,103.73,117.86,116.19,113.81,127.5,103.91,96.19,99.41,107.94,95.4,95.27,109.78,66.71,91.26
930,ネオス,3627,121.49,179.98,173.61,-156.04,112.64,-60.96,90.38,78.18,88.06,-11.24,86.07,50.81,-15.24,235.79,31.27
933,ネオス,3632,88.34,91.03,57.74,58.13,79.61,74.01,0.0,83.21,96.45,0.0,68.67,135.6,0.0,120.69,129.21
935,ソケッツ,3634,85.03,89.96,28.77,107.35,25.42,104.43,87.11,71.01,72.98,76.92,-100.0,215.79,76.83,-107.99,210.47
936,コーエーテクモホールディングス,3635,109.44,100.11,116.62,103.25,111.9,105.16,205.78,126.16,157.21,365.22,163.51,458.89,272.49,139.58,298.4
939,電算,3640,105.54,103.61,-78.95,-36.26,-24.54,-142.21,90.62,84.79,113.24,-114.17,850.0,-132.06,-143.86,546.27,-104.44
940,パピレス,3641,121.84,118.27,77.77,154.15,71.36,157.7,105.25,112.02,120.88,242.94,176.95,208.6,245.81,188.95,239.66
941,パピレス,3645,130.46,128.51,60.23,115.79,97.52,116.01,0.0,119.62,100.71,0.0,458.62,130.56,0.0,138.37,212.03
942,駅探,3646,94.37,103.37,70.62,95.43,7.99,90.67,66.53,67.83,70.89,109.09,59.79,-9.4,130.48,51.1,-9.44
944,ＡＧＳ,3648,101.4,101.0,86.86,100.37,87.41,95.29,103.73,92.09,98.11,27.27,92.31,-36.67,23.04,94.02,-32.19
946,ディジタルメディアプロフェッショナル,3652,122.28,111.61,292.86,40.58,169.14,31.63,81.79,131.03,375.41,-214.58,145.28,74.03,-128.74,206.54,44.92
949,ディジタルメディアプロフェッショナル,3655,116.65,131.06,89.61,202.74,92.45,216.52,0.0,99.08,101.81,0.0,46.47,35.46,0.0,31.4,31.93
951,ディジタルメディアプロフェッショナル,3657,109.92,106.72,111.67,140.53,94.54,164.11,0.0,95.56,104.61,0.0,78.45,79.95,0.0,96.29,92.51
954,ディジタルメディアプロフェッショナル,3660,94.94,113.08,-488.45,22.4,955.78,-43.23,0.0,100.86,94.99,0.0,40.34,78.05,0.0,12.83,120.17
955,エムアップ,3661,159.86,187.86,180.89,130.42,-18.82,-2118.1,117.29,107.31,115.31,148.55,124.88,228.57,143.32,113.85,414.17
956,エムアップ,3662,85.43,98.61,45.29,59.8,-35.21,44.32,0.0,93.8,91.96,0.0,-81.35,253.69,0.0,945.21,339.43
960,テクノスジャパン,3666,110.06,128.62,36.06,105.39,9.23,336.85,109.33,114.12,106.68,133.59,-54.73,153.85,102.38,-45.09,174.78
964,協立情報通信,3670,92.94,97.06,72.86,124.18,74.66,117.68,79.11,83.64,63.49,48.28,620.0,37.09,63.68,351.56,38.6
970,ハーツユナイテッドグループ,3676,109.78,110.95,86.85,92.51,50.34,130.81,105.99,103.9,102.11,119.71,112.16,83.6,118.62,157.69,89.69
972,メディアドゥ,3678,130.24,135.89,126.23,157.85,-60.91,-325.61,126.03,130.53,131.31,142.33,161.34,168.66,82.97,209.17,150.0
973,じげん,3679,102.68,125.2,93.35,122.73,95.2,128.14,105.87,88.24,80.45,82.2,-343.07,56.03,73.77,-533.67,58.18
976,じげん,3682,85.01,119.56,28.72,138.24,20.55,140.7,0.0,82.8,82.44,0.0,34.83,48.28,0.0,35.81,44.56
986,オプティム,3694,123.04,129.88,266.67,23.94,1065.0,1.18,111.74,94.9,117.59,1672.41,175.36,20.11,-5720.0,261.68,-8.79
991,特種東海製紙,3708,98.42,103.56,91.34,79.91,87.65,197.23,98.0,92.88,91.0,126.64,60.4,195.24,509.83,231.38,246.85
1001,ティーガイア,3738,89.98,95.33,89.23,106.4,91.22,136.23,116.05,78.57,70.31,120.31,81.22,79.66,131.67,91.69,91.66
1002,コムシード,3739,86.1,89.83,48.72,144.44,-159.0,-35.71,113.56,131.34,107.77,-66.67,712.5,-1266.67,-26.06,210.47,-1577.78
1003,セック,3741,106.05,115.57,113.0,132.74,112.09,131.05,104.33,104.19,100.07,116.84,108.7,72.22,113.94,106.35,76.34
1007,セブンシーズホールディングス,3750,61.33,368.58,-44.03,225.38,53.88,133.28,75.05,555.07,210.14,259.09,-1712.5,-2042.86,56.48,3309.84,108.45
1008,日本アジアグループ,3751,95.94,139.15,141.72,54.96,-79.89,-171.42,92.22,89.68,90.89,997.44,457.65,-96.72,28.22,3.54,36.64
1009,フライトホールディングス,3753,317.65,67.55,-132.84,-600.0,-89.16,-1062.65,15.62,55.29,279.75,-32.32,-209.64,54.93,-41.82,-312.83,52.58
1013,フライトホールディングス,3760,88.78,79.88,38.94,1008.7,17.23,1389.65,0.0,114.21,123.45,0.0,124.32,-21.92,0.0,98.52,-7.77
1014,テクマトリックス,3762,112.33,108.11,125.23,127.13,57.27,109.08,111.38,94.61,117.04,124.41,90.94,173.35,125.22,90.28,174.55
1015,プロシップ,3763,113.71,102.21,95.83,106.45,94.84,105.69,100.0,115.1,76.48,109.76,156.57,127.14,104.51,143.5,136.29
1017,システムズ・デザイン,3766,91.92,109.51,-707.69,18.06,0.0,78.13,105.8,85.49,93.28,-360.0,0.43,83.84,-259.4,6.32,65.2
1018,リスクモンスター,3768,106.35,105.37,110.46,113.61,111.32,108.0,112.14,117.58,104.71,106.45,162.96,126.21,105.96,168.68,111.09
1021,システムリサーチ,3771,114.83,111.28,133.46,131.33,134.47,69.05,94.7,94.88,110.48,94.13,65.76,97.32,95.91,65.85,97.19
1022,ドリームバイザー・ホールディングス,3772,433.87,66.22,363.49,45.23,89.92,224.9,11.41,721.48,0.7,-145.75,-86.25,-20.39,-68.9,331.78,-39.67
1023,アドバンスト・メディア,3773,111.54,115.56,95.99,111.9,71.33,161.91,91.64,76.21,92.1,93.4,44.53,-73.33,43.56,28.79,-72.67
1024,インターネットイニシアティブ,3774,106.26,109.19,136.56,88.97,113.79,79.58,105.71,103.84,101.1,180.5,161.95,148.23,-211.93,168.75,143.7
1028,さくらインターネット,3778,112.34,114.49,165.61,76.11,179.92,26.26,95.55,104.19,102.89,143.4,349.47,86.22,-387.5,924.49,101.37
1029,ジェイ・エスコム　ホールディングス,3779,95.05,88.22,82.26,84.93,13.88,40.23,85.31,69.55,80.62,65.22,-7.69,-100.0,105.41,-321.91,866.67
1032,テクノマセマティカル,3787,60.93,132.1,-181.44,-146.97,-205.16,-123.5,90.11,98.26,96.52,98.81,100.0,90.62,107.94,108.25,90.77
1034,テクノマセマティカル,3791,102.14,105.29,-91.86,-99.03,12.7,-118.98,0.0,167.81,57.06,0.0,540.97,-8.77,0.0,675.2,-21.17
1035,ドリコム,3793,94.68,81.26,-106.93,-303.68,-41.38,838.56,119.65,128.9,146.6,318.69,210.29,486.72,266.56,391.3,381.63
1037,いい生活,3796,107.01,103.93,946.15,26.53,-2108.0,-16.23,101.93,103.7,107.19,61.43,-26.32,-100.0,60.44,-40.91,-58.47
1038,ＵＬＳグループ,3798,109.55,114.65,115.14,130.18,105.87,125.56,108.73,113.69,112.7,88.33,117.5,111.82,95.09,129.92,111.7
1039,キーウェアソリューションズ,3799,104.94,104.83,135.31,78.24,103.26,167.76,103.56,92.57,96.33,280.77,317.02,254.29,172.24,154.83,238.82
1040,ビーエスピー,3800,107.6,133.53,116.76,68.23,145.49,64.66,95.44,96.28,102.23,64.85,24.38,99.24,127.67,26.79,224.49
1041,エコミック,3802,121.28,110.93,143.62,140.3,127.89,138.32,143.83,105.83,113.57,139.66,383.33,25.0,117.56,245.39,-124.29
1042,イメージ情報開発,3803,98.58,86.13,136.17,-940.0,34.89,57.47,97.56,77.0,84.52,-100.0,300.0,37.5,201.95,-1484.92,-158.5
1045,イメージ情報開発,3808,98.02,129.21,-86.46,88.08,-459.33,57.47,0.0,40.14,64.31,0.0,-96.34,71.15,0.0,-23.93,64.02
1046,イメージ情報開発,3810,112.5,161.04,353.04,29.1,-151.1,-59.18,0.0,92.43,107.6,0.0,-30.83,93.75,0.0,-33.12,108.3
1049,イメージ情報開発,3816,104.85,109.32,110.44,132.05,111.2,102.22,0.0,89.63,91.56,0.0,105.17,86.42,0.0,114.9,84.69
1050,ＳＲＡホールディングス,3817,106.98,103.51,121.33,97.68,-30.27,97.66,88.46,90.52,97.38,101.47,99.12,113.47,-465.91,-66.41,475.81
1053,ＳＲＡホールディングス,3824,105.66,100.99,-420.0,23.08,-137.12,121.96,0.0,83.96,106.44,0.0,294.12,285.71,0.0,477.05,190.04
1054,リミックスポイント,3825,95.32,81.99,70.06,-47.29,278.72,-68.67,140.29,82.73,72.38,44.23,-979.07,79.66,20.69,10.93,59.53
1055,システムインテグレータ,3826,112.0,107.94,121.51,110.12,79.64,167.39,75.84,105.82,116.88,40.88,34.86,106.67,47.99,36.06,112.05
1056,ギガプライズ,3830,124.98,171.88,95.59,231.13,74.86,119.67,127.06,124.63,110.98,1114.0,147.28,172.16,-1036.02,150.05,259.45
1057,朝日ネット,3834,105.4,104.29,126.56,150.53,127.2,164.72,112.5,110.58,109.59,127.51,89.83,103.05,55.86,176.58,105.45
1058,ｅＢＡＳＥ,3835,109.84,105.62,117.47,114.72,115.1,56.7,102.54,85.9,103.16,117.54,63.97,131.63,115.85,64.47,129.68
1059,ｅＢＡＳＥ,3836,111.47,116.24,115.87,120.54,116.71,61.98,0.0,100.4,96.96,0.0,142.26,93.0,0.0,153.55,90.89
1060,アドソル日進,3837,109.19,110.88,119.86,121.63,118.55,123.8,97.43,99.91,108.57,104.82,103.98,117.97,104.5,104.27,126.06
1061,ＯＤＫソリューションズ,3839,96.51,108.96,91.59,156.44,118.62,110.88,112.38,85.92,93.9,94.34,147.06,104.03,88.71,160.82,90.46
1062,イー・キャッシュ,3840,67.51,107.8,-10920.0,26.32,-493.55,-945.76,103.02,80.51,76.01,43.73,4066.67,188.73,35.23,897.96,196.69
1063,ジーダット,3841,100.48,101.07,112.07,98.31,105.06,95.33,97.96,84.91,111.74,50.0,32.35,650.0,-100.76,32.64,-3663.04
1064,ネクストジェン,3842,121.57,111.23,-1221.28,35.88,-1689.95,39.51,160.79,140.23,75.65,-2.14,-75.4,138.71,2.19,-57.71,111.83
1065,フリービット,3843,109.79,130.3,86.78,161.05,-221.84,-49.26,86.26,107.24,100.23,572.17,210.11,185.29,-1423.53,-90516.67,-122.36
1066,コムチュア,3844,115.84,110.3,110.23,130.59,101.5,64.01,95.82,97.09,103.08,130.7,106.86,90.28,132.58,115.97,78.43
1067,アイフリークホールディングス,3845,140.35,131.31,66.2,1267.86,43.82,1249.79,219.1,300.29,179.56,34.38,-9.33,244.0,-103.82,-70.16,215.36
1068,パシフィックシステム,3847,103.74,108.3,105.43,115.37,103.2,114.48,97.76,88.57,86.99,46.81,66.79,-3.28,43.75,65.95,-234.93
1069,データ・アプリケーション,3848,92.83,104.05,54.97,106.75,52.77,106.65,98.59,108.23,81.64,99.13,116.67,-66.18,93.43,110.68,-47.67
1070,日本テクノ・ラボ,3849,110.96,135.91,158.0,5000.0,2807.43,634.64,34.33,73.64,95.31,-5.36,-700.0,145.24,-28.67,641.72,143.0
1071,ＮＴＴデータイントラマート,3850,106.55,121.95,104.96,109.58,108.91,113.56,85.41,81.48,75.3,217.86,23.41,-47.06,195.59,18.22,-50.81
1072,日本一ソフトウェア,3851,73.65,95.48,107.98,64.74,91.69,57.54,152.29,160.44,139.08,182.42,-287.13,101.91,134.23,-166.46,92.47
1074,インフォテリア,3853,76.97,111.83,-67.35,67.42,-65.04,137.73,96.32,103.42,100.9,652.63,192.47,-219.44,-227.7,160.47,-161.25
1075,インフォテリア,3854,120.5,111.79,178.76,180.8,191.66,92.23,0.0,106.53,86.08,0.0,103.43,66.35,0.0,106.33,65.52
1076,インフォテリア,3856,111.6,81.97,59.38,65.66,66.89,41.91,0.0,783.28,105.2,0.0,-1109.76,154.15,0.0,-303.94,180.41
1077,ラック,3857,104.51,100.75,74.68,106.38,70.55,122.58,107.86,106.89,100.22,130.67,161.88,217.93,87.82,190.98,281.57
1078,ユビキタス,3858,97.51,102.43,45.45,1925.0,120.59,-571.96,91.62,82.7,62.06,110.0,600.0,509.68,140.47,248.59,504.41
1079,王子ホールディングス,3861,97.2,104.38,96.29,155.71,111.92,143.34,93.88,85.93,85.72,90.63,58.29,45.49,85.53,48.32,17.89
1080,日本製紙,3863,97.68,102.12,178.68,111.37,-40.38,-448.88,104.66,92.3,85.77,100.73,-3.57,58.14,1389.49,-78.04,-90.87
1081,三菱製紙,3864,95.38,101.24,-4940.0,-2.23,178.88,10.73,82.67,76.16,85.6,-106.67,-81.64,246.91,126.13,-55.17,140.63
1082,北越紀州製紙,3865,95.94,102.49,110.64,88.75,89.7,88.59,89.54,79.61,71.88,17.06,-144.66,-21.52,-161.15,-42.97,57.33
1083,中越パルプ工業,3877,98.37,102.0,-518.14,31.96,127.41,-13.86,86.68,76.76,79.39,-29.12,-53.99,204.3,-794.54,-112.52,233.48
1084,巴川製紙所,3878,92.69,96.51,-9.52,57.63,-25.22,-493.29,103.2,87.31,92.07,-125.17,-313.97,1684.62,-249.87,1210.97,669.19
1085,大王製紙,3880,102.35,100.49,252.67,109.58,403.5,116.33,111.78,102.02,92.48,147.08,93.05,145.77,150.67,37.88,259.43
1086,ニッポン高度紙工業,3891,91.14,83.92,73.92,79.27,46.24,350.48,136.38,102.84,116.56,320.32,251.43,243.63,304.17,245.13,202.1
1087,ニッポン高度紙工業,3892,100.02,110.58,179.52,2148.57,181.77,1209.19,0.0,90.84,91.35,0.0,53.28,60.66,0.0,50.99,63.35
1088,ハビックス,3895,100.36,99.66,137.87,59.84,118.89,56.94,89.86,77.47,80.99,105.08,47.35,77.14,92.17,41.12,65.23
1089,阿波製紙,3896,95.02,100.47,89.45,66.11,-92.33,-2.99,81.29,74.43,82.81,-55.84,-326.53,2500.0,180.28,406.43,-181.33
1093,ｇｕｍｉ,3903,93.27,78.4,-155.59,-143.86,-102.24,-301.64,88.24,110.07,111.13,54.31,201.64,736.43,127.97,73.91,-524.04
1095,データセクション,3905,107.35,150.9,14.0,222.22,-43.48,228.37,131.01,98.64,148.22,-11.76,900.0,-103.12,-132.31,249.21,-9.29
1098,コラボス,3908,102.59,101.34,61.61,101.31,40.28,91.89,106.52,102.12,98.78,22.86,112.5,30.0,37.4,1184.48,23.52
1100,エムケイシステム,3910,114.7,109.96,99.05,100.96,175.88,54.83,107.85,89.7,102.73,123.4,33.85,103.33,121.87,33.9,88.69
1105,テラスカイ,3915,141.81,134.83,580.0,46.64,525.78,43.67,117.64,113.08,137.76,64.32,111.89,200.62,55.88,78.36,406.32
1106,テラスカイ,3916,109.23,111.55,123.47,139.14,133.51,139.05,0.0,110.35,104.8,0.0,133.25,115.3,0.0,132.58,113.36
1107,アイリッジ,3917,163.66,211.75,950.0,24.49,301.23,-82.89,73.38,67.4,124.49,93.1,13.13,16.0,-174.63,24.75,18.25
1109,パイプドＨＤ,3919,114.54,105.37,352.79,52.53,481.41,30.71,105.21,99.8,99.18,73.83,81.08,133.49,164.2,82.73,126.81
1111,パイプドＨＤ,3921,140.62,115.1,132.39,122.22,129.33,117.05,0.0,167.4,169.92,0.0,165.9,163.95,0.0,159.59,168.41
1113,ラクス,3923,132.77,136.44,79.97,118.29,39.23,58.21,131.75,129.06,133.55,454.62,476.05,178.59,530.26,-28.24,183.78
1114,ランドコンピュータ,3924,112.88,110.86,121.2,135.42,125.2,128.26,94.21,93.02,106.52,47.8,84.08,51.61,48.37,86.51,69.51
1115,ダブルスタンダード,3925,130.41,140.81,127.14,157.17,127.22,179.49,109.95,120.65,121.06,86.24,98.3,71.6,79.53,98.88,63.98
1116,オープンドア,3926,99.34,123.95,90.31,147.45,84.13,145.17,37.25,22.9,9.1,-8.41,-29.14,-61.83,-13.64,-31.24,-103.91
1117,アークン,3927,115.18,134.07,-368.75,-106.67,-296.36,161.0,87.12,104.89,128.23,-550.0,136.36,75.61,-562.61,-80.22,108.86
1119,ソーシャルワイヤー,3929,120.22,116.24,49.63,114.73,29.79,91.18,117.46,118.87,124.89,152.94,76.09,36.0,82.94,-271.73,96.61
1120,ソーシャルワイヤー,3930,100.87,120.46,61.06,141.69,57.0,138.09,0.0,97.94,92.38,0.0,37.84,41.67,0.0,37.9,36.87
1121,ソーシャルワイヤー,3931,125.69,147.43,47.41,81.82,63.53,70.96,0.0,74.93,82.57,0.0,113.64,83.33,0.0,83.85,112.15
1122,アカツキ,3932,113.93,128.3,81.06,129.44,83.9,127.5,88.91,112.89,98.86,105.95,141.59,81.28,119.15,128.87,80.34
1123,チエル,3933,156.95,101.25,312.99,38.31,730.91,5.74,170.43,84.98,242.8,-110.34,64.62,31.97,-78.26,50.89,23.26
1124,ベネフィットジャパン,3934,124.37,119.72,133.49,110.64,127.97,114.15,134.14,137.13,109.17,147.78,109.38,104.65,163.08,118.12,100.49
1126,グローバルウェイ,3936,96.8,107.35,372.0,34.48,251.91,20.31,82.08,81.08,103.66,244.83,936.36,130.34,324.74,6068.0,104.06
1127,ＡＷＳホールディングス,3937,113.59,110.82,125.35,175.16,141.76,170.7,100.0,110.33,107.07,143.64,137.66,107.74,183.33,108.6,103.28
1131,レンゴー,3941,104.7,107.82,163.0,148.06,161.92,103.25,102.41,97.18,97.76,97.72,80.47,87.41,100.17,87.67,86.93
1132,大石産業,3943,101.92,102.28,131.36,70.34,147.07,64.52,93.95,91.23,103.91,123.4,110.04,141.71,86.49,102.69,147.06
1134,スーパーバッグ,3945,96.67,99.74,-231.55,-64.38,-37.63,-445.58,78.0,86.75,83.13,21.32,46.15,196.3,26.55,1773.15,1830.18
1135,トーモク,3946,102.92,106.23,132.8,88.53,102.19,115.37,104.41,94.5,95.77,128.4,82.72,63.68,122.81,79.58,28.91
1139,朝日印刷,3951,102.87,102.08,98.18,74.15,91.0,86.45,98.79,94.09,112.68,131.41,91.9,186.92,140.97,80.45,182.11
1140,中央紙器工業,3952,84.99,101.69,78.2,99.03,84.38,119.34,96.04,84.86,67.07,52.4,35.67,-68.28,58.78,35.43,-42.22
1141,大村紙業,3953,100.9,103.7,155.22,71.02,126.42,70.09,94.43,86.14,86.22,98.97,82.89,40.0,92.24,90.51,44.47
1142,昭和パックス,3954,98.24,105.05,89.42,109.26,89.68,112.52,87.65,90.87,97.26,63.25,87.76,91.55,65.49,86.93,94.05
1143,昭和パックス,3955,103.43,100.09,172.63,78.04,185.07,65.58,0.0,89.6,97.58,0.0,105.13,178.0,0.0,116.36,172.06
1144,国際チャート,3956,105.87,105.59,118.56,159.02,108.16,247.93,86.05,73.37,87.89,268.42,-25.0,123.53,325.13,36.3,105.52
1148,シンクロ・フード,3963,112.7,129.77,81.08,115.46,65.65,118.3,65.43,55.96,46.22,11.7,-52.38,-107.56,10.23,-84.49,-133.71
1152,エルテス,3967,118.54,102.99,489.47,53.52,-135.35,-197.61,81.84,89.43,102.67,-121.92,-117.58,-83.67,-166.77,-198.02,-251.04
1154,エイトレッド,3969,112.09,130.8,114.4,158.64,121.34,136.14,117.83,111.21,112.11,128.57,120.86,127.88,130.17,107.8,135.51
1155,イノベーション,3970,135.98,110.56,1087.5,55.17,1039.87,37.58,140.66,146.57,145.49,351.43,562.5,276.47,408.89,1328.17,343.04
1159,フュージョン,3977,110.33,99.75,1700.0,3.23,-6.51,-551.12,83.23,72.1,127.69,-111.11,-260.0,1100.0,-154.41,-329.64,1257.99
1160,フュージョン,3978,93.2,110.63,5.11,101.89,-44.9,98.08,0.0,100.46,92.06,0.0,90.32,56.27,0.0,80.87,32.45
1161,うるる,3979,110.57,117.68,-44.06,110.0,-77.77,89.1,139.64,128.26,109.67,-48.54,2100.0,-5.26,-19.39,-156.3,13.94
1164,うるる,3984,125.06,121.29,129.87,113.52,125.17,106.62,0.0,126.43,124.27,0.0,125.93,123.98,0.0,144.7,117.78
1166,うるる,3986,102.57,99.65,86.34,95.27,93.46,91.28,0.0,95.39,90.4,0.0,63.04,40.48,0.0,65.39,40.53
1168,うるる,3988,114.81,123.23,159.26,108.54,143.29,104.5,0.0,99.93,98.75,0.0,98.23,76.14,0.0,92.86,105.39
1170,うるる,3990,113.85,168.1,79.63,174.16,38.85,211.13,0.0,112.9,90.72,0.0,70.66,10.66,0.0,134.98,6.47
1175,うるる,3995,119.96,164.21,43.23,94.63,-277.37,40.37,0.0,91.1,119.94,0.0,67.69,208.7,0.0,43.37,202.27
1176,サインポスト,3996,79.06,88.76,-64.71,73.51,-121.26,74.81,96.86,95.98,96.99,475.86,545.16,-4575.0,575.21,276.96,815.25
1181,住友化学,4005,96.0,105.85,75.16,72.92,26.2,88.22,109.7,98.6,90.41,262.25,79.7,30.08,292.32,37.28,-46.46
1182,住友精化,4008,90.94,103.54,85.7,93.2,709.13,9.02,93.45,96.49,112.49,108.05,92.45,185.21,117.19,185.77,243.41
1192,日産化学工業,4021,100.95,105.95,104.2,106.01,106.28,109.63,105.19,94.69,101.15,159.64,94.07,105.02,146.22,95.53,98.59
