id,meigara,code,uriagetuuki1,uriagetuuki2,riekituuki1,riekituuki2,epstuuki1,epstuuki2,uriageshihanki1,uriageshihanki2,uriageshihanki3,riekishihanki1,riekishihanki2,riekishihanki3,epsshihanki1,epsshihanki2,epsshihanki3
0,極洋,1301,102.49,100.54,76.17,94.22,69.92,88.61,98.7,97.36,86.71,122.38,-2131.43,82.21,160.85,24773.68,80.64
1,日本水産,1332,96.9,105.14,105.3,93.31,96.07,89.3,97.22,92.59,93.17,101.25,50.57,74.53,116.93,43.83,88.13
2,マルハ,1333,98.13,100.4,78.5,88.82,75.1,103.69,98.77,94.93,91.07,111.64,118.6,90.44,80.44,24.15,70.05
3,ホウスイ,1352,104.7,103.99,128.88,77.78,135.21,79.12,102.65,109.41,98.34,157.4,144.6,128.26,179.35,138.9,149.58
5,ホウスイ,1376,99.3,99.14,83.31,102.18,87.71,131.24,0.0,99.36,108.52,0.0,76.42,123.64,0.0,58.36,120.41
6,ホウスイ,1377,98.28,100.54,96.95,102.17,89.5,119.14,0.0,111.46,108.52,0.0,214.79,126.51,0.0,177.76,128.51
7,ホクト,1379,101.48,104.9,106.55,115.75,48.65,132.77,102.45,103.38,105.8,100.15,-113.14,-98.52,1665.5,-110.66,-44.37
8,秋川牧園,1380,102.97,102.27,95.92,107.69,53.15,158.15,107.71,113.98,120.51,142.86,-325.0,-1185.71,137.22,-218.21,1578.41
9,秋川牧園,1381,100.94,101.12,112.55,81.28,109.23,84.77,0.0,105.84,105.67,0.0,123.16,150.5,0.0,121.77,149.71
10,秋川牧園,1382,89.95,92.79,52.17,-73.02,64.86,-69.39,0.0,98.24,95.38,0.0,102.17,136.36,0.0,102.36,133.83
12,ホクリヨウ,1384,105.12,139.96,90.85,15.68,262.39,13.15,89.99,96.89,103.76,12.36,64.38,-52.11,-2.28,60.79,-64.12
14,ホクリヨウ,1401,100.15,110.71,90.42,100.64,75.12,105.71,0.0,77.3,76.09,0.0,47.52,-28.12,0.0,50.36,3.49
18,ホクリヨウ,1414,111.12,101.91,110.26,108.77,111.45,110.67,0.0,121.51,140.35,0.0,119.5,150.49,0.0,127.78,150.95
19,ミライト・ホールディングス,1417,117.36,120.11,106.25,123.83,50.77,203.11,106.76,102.62,107.44,211.64,132.21,148.34,287.41,134.03,132.59
20,インターライフホールディングス,1418,98.28,93.49,191.89,162.28,-147.64,32.1,68.23,98.62,93.62,5675.0,-233.33,224.84,259.82,-145.87,216.4
21,インターライフホールディングス,1419,111.95,111.29,134.03,158.31,131.99,192.15,0.0,100.69,97.78,0.0,145.54,63.0,0.0,161.47,96.11
22,サンヨーホームズ,1420,104.57,99.58,28.73,75.71,38.45,76.75,152.96,60.94,83.46,7.19,-25.94,132.92,3.33,-35.38,146.15
24,サンヨーホームズ,1430,123.16,91.34,71.5,83.57,69.63,81.34,0.0,104.91,123.5,0.0,99.28,131.4,0.0,94.76,122.3
25,サンヨーホームズ,1431,91.5,129.25,27.07,159.28,33.5,76.56,0.0,165.06,59.37,0.0,178.4,-500.0,0.0,109.62,-100.61
26,サンヨーホームズ,1433,69.74,109.59,18.71,128.76,9.69,237.46,0.0,92.69,80.88,0.0,-17.39,11.54,0.0,2.79,6.86
29,フィット,1436,94.3,81.55,-79.7,-18.02,-19.84,-70.88,109.41,125.45,219.87,1400.0,53.27,-33.33,-34.63,33.4,-22.51
32,技研ホールディングス,1443,105.85,79.82,159.3,173.36,154.73,168.13,98.95,103.85,80.78,139.46,137.85,30.48,126.91,142.46,37.69
35,スペースバリューホールディングス,1448,99.78,111.7,59.46,104.95,417.5,9.59,85.24,87.02,97.52,23.06,-12.61,-1.29,262.6,862.69,-50.25
37,田中建設工業,1450,106.87,79.3,66.45,62.08,48.85,60.2,173.73,139.98,101.93,246.33,163.6,321.74,238.56,65.44,316.89
38,ＫＨＣ,1451,88.33,98.95,82.51,93.33,81.72,95.98,109.34,93.0,84.16,105.78,66.49,21.5,117.68,56.34,4.54
39,中外鉱業,1491,107.79,50.77,-137.1,-320.54,-239.53,-1433.33,142.22,157.5,131.54,-20.0,-10.26,-18.64,-13.51,-19.57,-15.15
40,住石ホールディングス,1514,77.99,137.02,12.8,125.19,40.1,124.03,58.65,62.32,54.21,89.74,-3.24,32.14,162.5,-3.58,44.38
41,日鉄鉱業,1515,95.24,103.93,101.3,88.29,84.31,109.92,100.19,98.06,91.83,171.83,95.12,75.34,120.92,117.82,98.89
42,三井松島産業,1518,87.97,114.14,52.7,339.71,102.49,147.8,71.07,88.21,91.63,121.25,126.91,49.95,-1614.99,29.37,202.96
45,石油資源開発,1662,118.97,116.2,617.51,26.39,181.54,-47.71,60.81,68.18,54.71,47.94,-32.8,-113.71,71.3,82.07,-106.53
47,省電舎,1711,177.58,71.55,46.13,127.46,150.67,26.53,72.05,23.48,22.18,117.39,106.41,173.08,76.39,142.1,38.81
48,ダイセキ環境ソリューション,1712,98.98,95.09,137.75,67.06,120.39,59.71,100.41,91.39,119.22,89.95,40.69,101.54,82.81,29.17,96.19
49,ダイセキ環境ソリューション,1716,117.28,91.33,130.45,80.48,121.81,84.1,0.0,94.65,116.53,0.0,84.77,140.33,0.0,42.53,124.94
50,明豊ファシリティワークス,1717,77.76,92.25,116.54,127.93,112.08,127.69,103.93,88.44,81.88,141.71,75.23,66.67,128.87,66.99,65.98
52,安藤・間,1719,105.05,95.48,104.25,66.34,186.73,35.05,87.95,94.48,114.81,116.03,94.4,194.02,122.2,97.06,182.7
53,東急建設,1720,97.2,103.34,92.4,102.67,96.16,96.24,91.46,50.37,54.22,60.59,11.96,0.51,68.99,10.47,1.23
54,コムシスホールディングス,1721,116.42,126.78,110.45,116.21,88.21,128.81,103.65,98.81,93.56,124.67,109.8,73.09,141.93,114.91,83.82
56,日本電技,1723,110.56,104.23,139.41,114.71,142.59,108.96,107.0,93.2,144.12,140.0,51.51,-109.95,138.34,52.4,-129.35
58,ビーアールホールディングス,1726,127.23,115.48,155.7,82.8,181.89,71.85,86.4,121.49,139.15,96.89,160.65,512.37,103.91,170.51,877.78
59,ミサワホーム中国,1728,89.53,106.78,31.36,214.29,172.36,-7.85,85.62,74.06,100.91,111.97,46.6,73.72,119.4,47.12,68.07
60,麻生フオームクリート,1730,94.11,113.49,160.0,-35.71,132.35,-21.22,150.29,119.18,104.29,521.62,-3600.0,14.63,510.38,-856.79,-1.47
61,北弘電社,1734,117.35,96.44,149.04,57.51,209.45,38.72,84.82,67.22,87.86,89.39,3.45,81.05,72.37,21.02,80.13
62,オーテック,1736,114.18,105.94,130.88,106.75,139.14,111.44,91.3,82.73,82.39,88.78,79.78,53.26,76.34,82.75,57.66
63,三井金属エンジニアリング,1737,64.77,84.15,7.08,98.88,10.73,102.17,118.01,119.44,187.24,1644.44,253.85,-24.05,777.06,215.6,-32.25
64,ＮＩＴＴＯＨ,1738,102.05,106.2,111.33,80.05,112.11,79.54,104.3,80.53,87.31,148.28,51.49,-13.64,157.11,54.65,-12.59
65,ＮＩＴＴＯＨ,1739,104.41,115.61,108.92,85.66,104.02,80.76,0.0,98.54,110.06,0.0,122.95,132.6,0.0,139.5,207.81
67,クレアホールディングス,1757,99.52,115.49,4825.0,1.16,35.34,51.64,52.79,83.14,70.89,462.86,67.18,390.0,231.82,32.14,814.29
68,クレアホールディングス,1758,110.26,88.24,136.18,100.0,141.22,108.45,0.0,137.58,112.02,0.0,208.16,53.39,0.0,180.77,50.61
69,高松コンストラクショングループ,1762,113.07,101.88,118.32,91.28,123.86,90.29,103.78,101.42,110.56,93.63,50.28,106.43,88.07,66.18,144.56
70,高松コンストラクショングループ,1764,94.66,116.7,60.78,174.65,65.69,163.01,0.0,153.12,106.03,0.0,-4716.67,80.26,0.0,-457.43,39.82
71,東建コーポレーション,1766,98.44,99.99,82.14,79.32,79.46,86.11,94.11,96.63,98.67,118.89,122.28,151.73,123.51,125.07,170.75
72,ソネック,1768,106.11,107.66,94.05,107.53,85.68,106.37,119.89,91.52,102.77,332.43,88.39,106.9,309.32,93.02,117.41
73,藤田エンジニアリング,1770,100.06,97.75,90.9,91.88,76.49,110.92,97.45,85.8,91.1,136.63,72.7,-344.74,130.41,80.75,-269.12
75,富士古河Ｅ＆Ｃ,1775,93.27,109.54,120.73,113.92,119.34,107.89,91.91,98.87,86.03,106.59,121.31,97.82,90.48,133.03,124.42
76,三井住建道路,1776,96.11,102.22,102.36,104.67,98.98,110.69,114.08,91.57,102.78,166.06,76.11,1050.0,165.94,78.34,5803.45
77,川崎設備工業,1777,95.85,99.39,102.41,113.1,103.35,95.38,99.33,101.94,77.16,61.05,70.0,0.0,58.8,71.0,1.94
78,ヤマウラ,1780,73.58,228.55,73.13,157.45,76.75,152.65,132.42,89.41,87.12,123.39,152.07,33.09,120.47,177.43,36.12
79,常磐開発,1782,94.66,88.29,90.27,77.12,87.72,78.39,107.79,90.28,120.62,135.35,80.0,140.0,130.09,115.92,146.96
81,ナカボーテック,1787,100.39,100.53,103.67,139.95,108.02,138.4,117.48,119.07,108.36,188.54,-64.67,50.2,189.6,-70.17,50.81
82,ナカボーテック,1788,103.69,100.99,93.81,173.21,186.7,75.04,0.0,111.11,98.43,0.0,98.33,56.25,0.0,100.88,66.72
84,大本組,1793,94.26,87.12,56.77,96.95,58.49,105.26,86.93,104.77,120.17,61.18,128.32,161.52,42.33,139.17,147.69
86,守谷商会,1798,103.0,94.66,96.82,93.06,87.98,103.98,86.57,90.65,101.87,43.56,75.06,237.27,44.98,68.33,547.28
87,第一建設工業,1799,96.19,98.46,79.04,82.83,71.78,81.53,117.22,125.83,116.86,158.22,230.88,182.64,199.13,239.17,175.43
88,大成建設,1801,106.08,104.12,109.41,84.31,111.96,91.19,93.32,78.05,76.88,114.18,79.19,67.61,112.69,75.13,63.58
89,大林組,1802,101.64,107.31,98.32,112.83,99.96,122.12,79.57,84.38,92.92,70.04,74.19,77.69,68.69,71.59,100.09
90,清水建設,1803,102.0,109.58,103.21,106.88,0.0,117.29,85.98,87.09,76.43,70.9,94.02,48.65,64.84,129.99,34.93
91,飛島建設,1805,104.65,98.28,108.7,87.49,101.11,84.19,83.68,86.73,97.23,38.43,42.92,142.54,35.53,35.56,182.98
92,佐藤渡辺,1807,94.92,100.75,82.36,121.34,84.66,124.15,126.86,113.13,102.41,248.66,560.95,-2.63,254.5,522.26,16.99
93,長谷工コーポレーション,1808,94.95,109.55,87.3,97.64,68.52,121.44,93.34,89.12,89.51,89.77,71.97,69.29,90.91,75.88,61.58
94,松井建設,1810,102.11,100.14,72.8,94.31,69.24,102.17,92.58,85.63,101.84,80.67,81.0,119.45,60.86,103.38,115.09
95,錢高組,1811,103.77,101.69,101.4,83.27,102.92,75.08,67.84,98.6,106.69,83.11,159.3,91.85,64.56,165.88,102.9
96,鹿島,1812,101.85,107.85,92.54,90.05,94.95,86.65,97.16,90.74,103.17,113.42,82.12,200.3,126.85,82.41,141.01
97,不動テトラ,1813,106.14,106.81,125.54,96.58,116.35,100.7,108.24,84.41,102.85,117.44,54.58,215.78,113.93,51.55,200.53
98,大末建設,1814,100.47,122.68,70.86,149.9,67.19,152.34,86.9,85.0,84.51,84.46,74.71,68.47,81.72,87.33,76.01
99,鉄建,1815,110.4,103.63,76.79,114.5,88.77,99.1,92.42,95.26,114.05,91.74,61.37,345.41,61.88,54.19,480.95
100,西松建設,1820,112.11,122.82,101.54,109.56,99.67,111.3,87.3,93.12,98.04,71.77,86.33,67.53,77.79,73.42,54.85
101,三井住友建設,1821,105.27,107.54,84.76,95.53,83.65,91.8,91.71,87.05,91.2,85.32,57.63,73.3,91.66,43.62,44.57
102,大豊建設,1822,107.98,100.75,92.85,81.64,110.8,78.26,104.15,105.36,101.66,146.01,76.91,102.47,106.76,74.69,124.79
103,前田建設工業,1824,99.14,105.21,94.72,101.58,61.23,103.95,147.15,127.25,126.6,151.8,128.14,63.88,72.6,84.68,35.76
104,佐田建設,1826,126.59,95.38,229.55,46.21,242.16,43.33,94.61,81.12,105.74,96.49,76.47,1023.81,119.92,77.66,-155.28
105,ナカノフドー建設,1827,99.85,112.15,74.95,128.42,73.5,101.1,118.17,95.07,101.75,-84.81,74.78,115.7,-194.2,80.17,29.44
106,田辺工業,1828,100.57,122.63,107.32,179.31,122.83,158.71,104.22,98.64,96.1,110.08,81.54,160.43,98.49,71.79,201.57
107,北海電気工事,1832,115.68,97.07,128.04,77.14,111.91,86.92,93.87,100.91,100.45,40.1,49.01,76.92,45.07,46.55,78.57
108,奥村組,1833,102.48,98.64,83.96,86.52,82.45,82.21,98.47,95.38,95.16,121.97,90.8,71.76,87.73,130.18,79.8
109,東鉄工業,1835,108.38,102.69,121.63,93.95,120.42,89.57,94.52,103.32,97.45,102.46,134.13,139.47,97.85,129.25,138.34
111,サンユー建設,1841,71.93,131.83,34.02,322.66,57.55,207.75,76.11,111.32,75.27,55.38,88.0,-542.11,65.05,122.74,-199.62
112,サンユー建設,1844,86.81,144.32,124.71,139.23,214.12,60.41,0.0,116.76,81.62,0.0,193.41,22.97,0.0,263.32,19.8
114,イチケン,1847,92.21,114.38,94.87,93.73,92.26,88.82,126.63,116.46,100.32,173.05,123.57,83.67,171.36,124.59,78.86
115,富士ピー・エス,1848,100.42,101.83,101.96,120.66,108.98,77.79,98.01,95.9,109.57,195.27,274.19,227.27,187.17,295.07,223.74
116,南海辰村建設,1850,91.33,108.43,86.44,114.42,-39.49,-119.87,119.97,111.16,119.14,80.16,89.42,46.22,73.29,42.71,62.96
117,淺沼組,1852,104.24,94.62,115.81,71.67,105.66,81.0,99.08,98.17,85.74,104.86,85.97,22.39,161.33,77.44,20.8
118,森組,1853,78.05,98.3,43.44,111.15,42.7,105.09,102.25,110.6,115.35,186.48,152.22,51.69,189.08,160.36,45.05
119,戸田建設,1860,101.62,118.98,102.1,113.31,100.97,100.94,102.99,101.61,81.05,104.43,61.01,20.81,105.42,65.56,12.23
120,熊谷組,1861,112.1,104.02,96.13,114.86,146.19,73.27,99.92,96.61,111.87,120.91,127.36,116.18,98.84,125.72,69.37
122,北野建設,1866,79.48,93.01,65.89,94.51,72.51,83.25,140.24,143.1,106.91,97.2,112.32,54.27,85.62,106.97,60.86
123,植木組,1867,116.54,97.82,142.25,94.37,134.17,84.24,93.21,99.72,83.81,91.97,186.29,-26.34,106.65,203.24,-40.0
125,名工建設,1869,96.3,109.22,123.98,100.18,122.56,95.79,94.34,93.96,99.83,71.89,80.03,119.53,69.85,81.72,124.85
126,矢作建設工業,1870,97.17,101.18,100.77,100.21,115.22,109.57,93.13,114.68,131.02,70.55,56.77,328.53,66.58,60.96,320.59
127,ピーエス三菱,1871,95.89,96.03,55.8,160.79,40.78,205.93,117.82,113.25,103.2,239.34,126.83,124.09,217.46,116.22,143.88
129,大東建託,1878,99.69,102.19,100.72,100.54,107.8,104.03,99.58,94.37,96.61,91.31,87.63,84.66,93.81,90.56,84.59
130,新日本建設,1879,109.0,108.3,98.88,107.11,104.7,112.73,85.64,63.17,109.82,91.34,57.81,112.17,92.86,50.73,107.39
131,ＮＩＰＰＯ,1881,103.83,102.25,93.72,100.1,92.48,95.88,105.56,93.05,111.9,119.21,104.28,295.53,119.93,121.52,244.48
132,東亜道路工業,1882,105.25,105.56,130.11,84.95,-1778.59,-9.2,100.52,94.35,95.78,126.57,117.44,-0.82,136.64,117.09,-3.37
133,前田道路,1883,106.28,95.47,114.33,73.16,167.68,124.74,105.32,92.06,100.11,122.2,90.28,193.08,134.79,99.86,57.82
134,日本道路,1884,101.64,103.98,96.79,115.16,149.26,314.0,111.78,103.98,108.69,155.91,138.84,381.41,151.94,134.32,67.21
135,東亜建設工業,1885,109.55,107.85,199.92,138.24,166.43,175.54,100.87,100.22,96.54,121.87,94.4,92.85,105.1,115.77,168.27
136,東亜建設工業,1887,99.17,101.66,71.12,93.02,65.26,101.49,0.0,95.19,104.94,0.0,83.81,39.85,0.0,84.65,50.45
137,若築建設,1888,108.18,107.8,109.38,124.08,93.43,113.88,90.66,79.08,65.65,75.3,-3.99,-13.44,78.46,-50.14,13.63
138,東洋建設,1890,106.68,94.92,118.59,72.17,105.85,77.22,102.45,87.13,88.69,180.2,95.27,69.2,189.7,88.06,64.96
139,徳倉建設,1892,102.48,116.77,110.17,198.67,93.59,50.41,111.83,100.32,91.02,154.01,117.06,182.15,172.26,107.69,303.88
140,五洋建設,1893,105.88,102.86,113.44,105.85,123.57,106.1,81.31,74.8,79.31,82.35,75.89,99.42,78.0,73.76,100.58
143,世紀東急工業,1898,106.21,90.66,107.14,89.24,188.49,152.9,122.82,110.57,114.52,136.86,144.33,274.8,98.0,152.55,21.18
145,大成温調,1904,105.88,105.67,95.28,77.94,261.06,29.83,86.6,90.48,119.19,57.08,54.42,32.22,94.38,96.56,34.9
146,テノックス,1905,89.45,101.63,119.52,127.24,122.59,122.61,76.54,85.2,76.83,22.94,32.76,-16.44,26.9,28.36,-3.77
148,日本ドライケミカル,1909,109.76,111.29,174.74,153.47,142.2,101.07,121.63,104.18,109.61,135.93,124.95,73.49,135.3,101.67,76.87
150,日本基礎技術,1914,98.54,107.86,220.51,110.38,330.49,81.53,112.87,111.98,87.13,830.43,71.25,36.36,-576.32,40.64,16.94
155,大和ハウス工業,1925,105.71,109.15,102.4,107.22,98.47,100.4,105.46,92.42,87.72,118.27,80.87,66.52,134.15,71.69,50.82
156,ライト工業,1926,103.29,102.7,101.77,108.4,109.54,99.94,99.77,99.98,102.42,106.61,127.25,112.94,186.65,114.98,117.55
157,ライト工業,1928,111.8,100.04,108.47,96.77,110.33,96.62,0.0,77.99,125.35,0.0,52.97,148.84,0.0,54.06,130.49
158,日特建設,1929,103.56,100.51,123.5,96.83,119.74,101.73,101.65,112.27,102.96,112.31,104.56,128.52,110.85,101.16,145.82
159,北陸電気工事,1930,114.19,103.63,117.13,92.84,112.17,84.86,79.92,94.37,100.66,57.83,112.16,83.54,55.37,128.07,98.08
162,ユアテック,1934,99.37,95.69,71.98,79.7,67.41,78.13,107.06,86.93,93.85,194.36,53.82,73.41,204.82,52.07,70.81
166,日本リーテック,1938,107.06,109.3,108.58,105.41,108.51,86.57,102.51,89.22,78.32,111.28,181.76,131.72,89.29,165.56,150.9
167,四電工,1939,102.88,104.36,116.34,109.87,95.7,104.76,113.14,116.74,110.58,-224.47,305.72,125.54,-529.67,401.07,157.87
168,中電工,1941,110.15,103.39,128.48,75.99,78.14,78.95,117.8,103.14,117.52,246.77,87.88,-1472.58,-324.51,88.11,136.33
169,関電工,1942,109.33,111.11,115.6,102.57,114.28,103.38,91.34,87.46,95.21,103.35,82.33,95.07,104.06,81.89,96.5
170,きんでん,1944,112.4,104.11,111.58,104.5,112.97,97.85,97.42,96.12,96.37,96.09,101.01,106.98,116.13,103.88,87.01
171,東京エネシス,1945,96.91,99.91,81.25,114.67,67.48,120.41,84.54,91.28,89.86,56.97,135.6,294.04,79.25,126.89,236.86
172,トーエネック,1946,102.68,105.69,120.65,122.52,139.61,115.41,96.53,94.68,105.66,150.85,122.03,118.09,164.92,131.16,63.38
173,弘電社,1948,95.01,110.43,93.28,160.9,88.58,170.33,102.23,93.77,85.78,97.13,74.38,463.93,98.47,80.65,340.42
174,住友電設,1949,110.12,106.95,124.0,110.99,184.68,77.33,87.71,89.26,96.19,72.18,94.8,69.86,72.96,96.18,70.28
175,日本電設工業,1950,108.65,101.97,111.07,99.85,114.77,90.85,103.71,100.45,121.4,91.49,117.98,42.62,92.97,120.7,-0.33
176,協和エクシオ,1951,123.8,135.52,98.06,123.79,35.81,206.02,101.5,98.46,115.73,111.62,103.77,104.52,112.05,111.71,132.63
177,新日本空調,1952,98.13,109.53,164.97,90.9,151.28,92.5,97.8,88.75,79.41,311.34,100.54,-348.15,209.06,113.91,171.57
178,新日本空調,1954,103.34,102.42,89.82,77.88,84.85,72.25,0.0,107.14,83.11,0.0,-427.09,92.69,0.0,464.78,186.49
180,九電工,1959,105.1,113.1,98.03,105.82,98.62,105.12,102.97,89.78,94.86,154.91,80.71,82.63,144.41,78.06,81.49
181,サンテック,1960,103.89,110.2,109.75,58.62,152.4,51.72,92.99,95.98,95.3,-310.0,11.03,-465.22,-66.98,423.53,-243.39
182,三機工業,1961,97.82,124.78,100.35,161.34,85.66,238.05,93.28,83.61,93.57,98.08,22.97,-47.83,93.63,40.67,2.92
183,日揮,1963,77.64,85.65,87.03,108.16,17.15,144.7,85.19,92.46,90.14,92.97,168.57,146.54,973.17,107.86,67.31
184,中外炉工業,1964,102.7,120.3,173.35,83.57,150.01,87.6,72.21,43.55,71.02,-98.65,-25.94,219.2,-87.67,-40.52,1115.69
185,テクノ菱和,1965,90.41,111.11,94.36,139.36,98.59,132.97,103.06,79.99,85.27,47.86,19.57,33.67,32.59,17.42,76.87
186,高田工業所,1966,101.0,108.53,107.47,174.71,101.15,246.5,101.27,97.31,85.53,200.98,41.61,133.71,283.86,44.89,147.28
187,ヤマト,1967,111.22,100.45,118.84,88.45,102.47,91.74,74.53,69.92,92.34,47.76,52.32,85.44,58.82,60.14,88.14
188,太平電業,1968,118.11,124.26,270.7,97.98,219.1,121.69,122.51,115.77,113.05,134.95,665.59,85.9,145.17,664.78,83.95
189,高砂熱学工業,1969,100.33,110.31,103.95,105.24,107.62,108.03,89.9,87.83,73.89,76.78,84.51,-16.49,80.64,72.54,-24.91
190,中央ビルト工業,1971,119.42,102.89,59.68,-173.83,130.36,-111.86,119.87,115.68,111.38,52.0,-84.0,457.14,-679.31,-76.59,141.02
192,ＮＥＣネッツエスアイ,1973,109.23,103.74,127.17,115.53,106.05,40.26,105.79,110.7,111.29,184.19,125.89,-566.29,314.96,126.3,1571.43
193,朝日工業社,1975,116.84,104.6,110.7,86.28,87.68,95.83,68.65,54.68,69.9,131.49,20.22,9.7,146.27,29.15,22.11
194,明星工業,1976,100.5,95.76,88.53,115.51,93.42,115.91,97.5,98.44,96.38,110.68,97.41,75.81,111.05,100.83,73.65
195,大気社,1979,99.99,97.2,110.0,115.23,103.29,122.19,100.52,75.8,80.16,79.43,43.16,40.07,63.39,43.83,84.78
196,ダイダン,1980,108.78,108.45,118.3,103.74,118.82,106.97,88.95,83.53,103.86,71.76,103.14,164.46,75.16,107.87,162.93
197,協和日成,1981,101.67,100.95,119.86,104.11,122.92,82.38,98.97,90.33,100.72,213.4,82.18,148.28,157.92,103.2,1175.38
198,日比谷総合設備,1982,108.36,104.78,180.18,64.59,132.41,42.5,92.49,94.94,137.68,229.89,361.58,-79.21,86.69,189.16,-119.33
203,神田通信機,1992,95.49,106.41,114.71,128.3,67.22,64.21,121.65,98.66,120.34,-32.18,163.57,10.64,-44.52,122.46,1.89
206,神田通信機,1999,113.15,121.55,85.59,151.73,97.78,166.68,0.0,92.05,73.3,0.0,116.67,35.59,0.0,118.63,38.14
207,日本製粉,2001,102.81,103.68,98.92,111.55,107.29,114.1,94.56,93.23,94.32,106.73,89.9,66.17,95.45,118.39,67.6
208,日清製粉グループ本社,2002,125.97,104.67,107.19,98.96,100.56,104.91,93.63,90.23,104.98,100.53,90.75,83.34,111.88,51.95,97.79
209,日東富士製粉,2003,104.82,110.77,109.7,143.69,100.8,143.73,97.35,98.67,96.74,88.33,118.72,84.62,85.92,133.9,90.67
210,昭和産業,2004,99.26,109.75,104.32,128.78,94.25,148.19,102.15,98.83,94.99,102.2,81.38,83.66,88.97,267.18,73.24
213,中部飼料,2053,98.1,104.91,119.9,86.49,124.96,89.25,99.22,96.06,96.05,92.72,86.14,113.58,87.05,53.68,101.8
214,日和産業,2055,102.06,102.74,171.1,40.47,146.01,48.44,92.94,89.76,97.38,173.33,99.42,296.55,142.12,99.72,228.96
215,ヒガシマル,2058,101.72,90.27,-71.43,80.55,-200.26,206.56,106.33,96.35,94.67,191.54,-67.01,130.95,249.97,-291.48,210.17
216,フィード・ワンホールディングス,2060,101.02,102.57,131.31,111.25,82.54,156.9,99.43,96.48,96.75,120.89,97.8,158.72,122.47,114.84,156.27
217,東洋精糖,2107,98.82,98.23,102.22,125.4,104.23,103.89,99.47,92.62,88.06,96.48,69.64,89.92,-15.09,72.53,94.75
218,日本甜菜製糖,2108,98.32,98.48,102.35,99.56,101.15,107.98,102.49,90.37,89.53,110.48,85.66,62.08,1225.93,84.96,66.5
219,三井製糖,2109,108.15,99.98,129.56,58.89,36.29,82.55,96.5,95.44,92.13,74.74,63.27,77.83,203.6,8.61,32.79
220,塩水港精糖,2112,98.68,96.76,106.04,120.24,92.42,92.68,90.48,94.44,90.52,76.91,72.92,90.82,68.1,-28.85,98.24
221,フジ日本精糖,2114,96.56,98.93,110.53,145.21,348.01,43.34,105.52,100.4,89.55,113.65,81.16,78.26,102.5,71.88,89.14
222,日新製糖,2117,99.96,98.01,85.16,162.52,84.85,136.64,93.86,88.84,84.94,60.61,62.29,57.24,46.16,34.13,32.03
224,ミクシィ,2121,77.88,76.17,41.83,56.71,40.64,65.66,113.54,112.81,141.29,-160.52,280.5,470.02,-62.99,427.72,440.43
227,日本Ｍ＆Ａセンター,2127,112.46,115.59,113.68,108.0,114.82,108.48,113.97,96.93,118.08,119.85,92.4,125.44,109.95,92.48,123.1
228,メンバーズ,2130,119.76,119.64,129.03,145.13,137.42,135.78,117.93,108.22,113.19,148.23,55.28,305.26,146.48,52.85,40.54
229,燦キャピタルマネージメント,2134,47.43,163.96,-987.93,30.69,344.43,-202.05,110.16,67.54,47.33,131.88,126.32,147.37,178.03,140.37,29.57
230,ヒップ,2136,101.55,104.59,111.11,122.63,111.72,81.0,89.67,89.26,97.65,45.09,25.4,67.65,90.86,112.31,67.33
231,光ハイツ・ヴェラス,2137,93.39,104.06,39.18,122.9,45.39,109.21,102.5,98.4,95.91,450.0,85.07,58.49,397.94,78.99,57.17
232,クルーズ,2138,112.26,118.82,9.68,-138.21,35.14,-1630.98,110.76,94.62,106.88,2029.73,-1312.2,-180.12,-684.79,-1844.24,-141.71
233,中広,2139,97.24,96.39,-80.6,31.02,-7.17,178.39,99.78,93.29,83.24,336.36,203.95,1240.0,-1048.45,200.0,-1065.24
235,ＵＴホールディングス,2146,100.09,123.67,99.47,155.53,90.77,134.96,117.95,105.05,100.38,104.78,79.46,106.4,100.06,81.32,381.87
236,アイティメディア,2148,112.23,102.06,133.03,118.1,204.4,75.92,131.06,127.99,126.22,185.33,174.16,182.29,143.79,193.74,149.8
238,タケエイ,2151,116.86,103.82,155.2,88.47,643.04,20.65,110.76,114.38,107.06,144.87,114.11,138.3,159.08,112.44,142.81
239,幼児活動研究会,2152,98.94,103.17,89.4,114.82,97.51,107.62,95.3,88.35,37.16,98.57,114.76,-181.79,131.48,195.57,-168.13
240,幼児活動研究会,2153,116.13,101.37,174.4,107.34,157.51,112.43,0.0,112.35,135.08,0.0,74.0,64.16,0.0,64.27,62.88
241,幼児活動研究会,2154,100.19,124.84,81.59,133.09,35.83,136.01,0.0,96.57,87.12,0.0,98.7,66.98,0.0,133.29,77.55
242,セーラー広告,2156,93.47,99.71,49.66,188.61,0.0,416.16,84.19,75.14,59.08,585.71,-140.0,265.57,246.89,-816.95,253.32
244,ＵＢＩＣ,2158,92.97,92.18,-345.9,137.85,-1778.83,-6.29,97.22,90.89,113.55,-170.45,60.42,-9.01,-104.65,29.24,-6.35
245,フルスピード,2159,102.88,108.01,86.13,92.58,118.49,113.95,92.48,91.85,89.91,76.8,79.92,73.71,87.18,8.51,74.26
248,日本マニュファクチャリングサービス,2163,110.6,109.82,112.87,115.27,113.4,112.48,0.0,100.91,115.82,0.0,82.73,151.12,0.0,83.56,150.21
250,日本マニュファクチャリングサービス,2168,99.39,105.0,111.75,144.75,30.11,144.59,0.0,97.0,107.69,0.0,132.24,586.24,0.0,61.47,8731.93
